0,0; 0
1,0; 0
2,0; 0
3,0; 0
4,0; 0
5,0; 0
6,0; 0
7,0; 1
8,0; 1
9,0; 1
10,0; 1
11,0; 1
12,0; 1
13,0; 1
14,0; 2
15,0; 2
16,0; 2
17,0; 2
18,0; 2
19,0; 2
20,0; 2
21,0; 3
22,0; 3
23,0; 3
24,0; 3
25,0; 3
26,0; 3
27,0; 3
28,0; 4
29,0; 4
30,0; 4
31,0; 4
32,0; 4
33,0; 4
34,0; 4
35,0; 5
36,0; 5
37,0; 5
38,0; 5
39,0; 5
40,0; 5
41,0; 5
42,0; 6
43,0; 6
44,0; 6
45,0; 6
46,0; 6
47,0; 6
48,0; 6
49,0; 7
50,0; 7
51,0; 7
52,0; 7
53,0; 7
54,0; 7
55,0; 7
56,0; 8
57,0; 8
58,0; 8
59,0; 8
60,0; 8
61,0; 8
62,0; 8
63,0; 9
64,0; 9
65,0; 9
66,0; 9
67,0; 9
68,0; 9
69,0; 9
70,0; 10
71,0; 10
72,0; 10
73,0; 10
74,0; 10
75,0; 10
76,0; 10
77,0; 11
78,0; 11
79,0; 11
80,0; 11
81,0; 11
82,0; 11
83,0; 11
84,0; 12
85,0; 12
86,0; 12
87,0; 12
88,0; 12
89,0; 12
90,0; 12
91,0; 13
92,0; 13
93,0; 13
94,0; 13
95,0; 13
96,0; 13
97,0; 13
98,0; 14
99,0; 14
100,0; 14
101,0; 14
102,0; 14
103,0; 14
104,0; 14
105,0; 15
106,0; 15
107,0; 15
108,0; 15
109,0; 15
110,0; 15
111,0; 15
112,0; 16
113,0; 16
114,0; 16
115,0; 16
116,0; 16
117,0; 16
118,0; 16
119,0; 17
120,0; 17
121,0; 17
122,0; 17
123,0; 17
124,0; 17
125,0; 17
126,0; 18
127,0; 18
128,0; 18
129,0; 18
130,0; 18
131,0; 18
132,0; 18
133,0; 19
134,0; 19
135,0; 19
136,0; 19
137,0; 19
138,0; 19
139,0; 19
140,0; 20
141,0; 20
142,0; 20
143,0; 20
144,0; 20
145,0; 20
146,0; 20
147,0; 21
148,0; 21
149,0; 21
150,0; 21
151,0; 21
152,0; 21
153,0; 21
154,0; 22
155,0; 22
156,0; 22
157,0; 22
158,0; 22
159,0; 22
160,0; 22
161,0; 23
162,0; 23
163,0; 23
164,0; 23
165,0; 23
166,0; 23
167,0; 23
168,0; 24
169,0; 24
170,0; 24
171,0; 24
172,0; 24
173,0; 24
174,0; 24
175,0; 25
176,0; 25
177,0; 25
178,0; 25
179,0; 25
180,0; 25
181,0; 25
182,0; 26
183,0; 26
184,0; 26
185,0; 26
186,0; 26
187,0; 26
188,0; 26
189,0; 27
190,0; 27
191,0; 27
192,0; 27
193,0; 27
194,0; 27
195,0; 27
196,0; 28
197,0; 28
198,0; 28
199,0; 28
200,0; 28
201,0; 28
202,0; 28
203,0; 29
204,0; 29
205,0; 29
206,0; 29
207,0; 29
208,0; 29
209,0; 29
210,0; 30
211,0; 30
212,0; 30
213,0; 30
214,0; 30
215,0; 30
216,0; 30
217,0; 31
218,0; 31
219,0; 31
220,0; 31
221,0; 31
222,0; 31
223,0; 31
224,0; 32
225,0; 32
226,0; 32
227,0; 32
228,0; 32
229,0; 32
230,0; 32
231,0; 33
232,0; 33
233,0; 33
234,0; 33
235,0; 33
236,0; 33
237,0; 33
238,0; 34
239,0; 34
240,0; 34
241,0; 34
242,0; 34
243,0; 34
244,0; 34
245,0; 35
246,0; 35
247,0; 35
248,0; 35
249,0; 35
250,0; 35
251,0; 35
252,0; 36
253,0; 36
254,0; 36
255,0; 36
256,0; 36
257,0; 36
258,0; 36
259,0; 37
260,0; 37
261,0; 37
262,0; 37
263,0; 37
264,0; 37
265,0; 37
266,0; 38
267,0; 38
268,0; 38
269,0; 38
270,0; 38
271,0; 38
272,0; 38
273,0; 39
274,0; 39
275,0; 39
276,0; 39
277,0; 39
278,0; 39
279,0; 39
280,0; 40
281,0; 40
282,0; 40
283,0; 40
284,0; 40
285,0; 40
286,0; 40
287,0; 41
288,0; 41
289,0; 41
290,0; 41
291,0; 41
292,0; 41
293,0; 41
294,0; 42
295,0; 42
296,0; 42
297,0; 42
298,0; 42
299,0; 42
300,0; 42
301,0; 43
302,0; 43
303,0; 43
304,0; 43
305,0; 43
306,0; 43
307,0; 43
308,0; 44
309,0; 44
310,0; 44
311,0; 44
312,0; 44
313,0; 44
314,0; 44
315,0; 45
316,0; 45
317,0; 45
318,0; 45
319,0; 45
320,0; 45
321,0; 45
322,0; 46
323,0; 46
324,0; 46
325,0; 46
326,0; 46
327,0; 46
328,0; 46
329,0; 47
330,0; 47
331,0; 47
332,0; 47
333,0; 47
334,0; 47
335,0; 47
336,0; 48
337,0; 48
338,0; 48
339,0; 48
340,0; 48
341,0; 48
342,0; 48
343,0; 49
344,0; 49
345,0; 49
346,0; 49
347,0; 49
348,0; 49
349,0; 49
350,0; 50
351,0; 50
352,0; 50
353,0; 50
354,0; 50
355,0; 50
356,0; 50
357,0; 51
358,0; 51
359,0; 51
360,0; 51
361,0; 51
362,0; 51
363,0; 51
364,0; 52
365,0; 52
366,0; 52
367,0; 52
368,0; 52
369,0; 52
370,0; 52
371,0; 53
372,0; 53
373,0; 53
374,0; 53
375,0; 53
376,0; 53
377,0; 53
378,0; 54
379,0; 54
380,0; 54
381,0; 54
382,0; 54
383,0; 54
384,0; 54
385,0; 55
386,0; 55
387,0; 55
388,0; 55
389,0; 55
390,0; 55
391,0; 55
392,0; 56
393,0; 56
394,0; 56
395,0; 56
396,0; 56
397,0; 56
398,0; 56
399,0; 57
400,0; 57
401,0; 57
402,0; 57
403,0; 57
404,0; 57
405,0; 57
406,0; 58
407,0; 58
408,0; 58
409,0; 58
410,0; 58
411,0; 58
412,0; 58
413,0; 59
414,0; 59
415,0; 59
416,0; 59
417,0; 59
418,0; 59
419,0; 59
420,0; 60
421,0; 60
422,0; 60
423,0; 60
424,0; 60
425,0; 60
426,0; 60
427,0; 61
428,0; 61
429,0; 61
430,0; 61
431,0; 61
432,0; 61
433,0; 61
434,0; 62
435,0; 62
436,0; 62
437,0; 62
438,0; 62
439,0; 62
440,0; 62
441,0; 63
442,0; 63
443,0; 63
444,0; 63
445,0; 63
446,0; 63
447,0; 63
448,0; 64
449,0; 64
450,0; 64
451,0; 64
452,0; 64
453,0; 64
454,0; 64
455,0; 65
456,0; 65
457,0; 65
458,0; 65
459,0; 65
460,0; 65
461,0; 65
462,0; 66
463,0; 66
464,0; 66
465,0; 66
466,0; 66
467,0; 66
468,0; 66
469,0; 67
470,0; 67
471,0; 67
472,0; 67
473,0; 67
474,0; 67
475,0; 67
476,0; 68
477,0; 68
478,0; 68
479,0; 68
480,0; 68
481,0; 68
482,0; 68
483,0; 69
484,0; 69
485,0; 69
486,0; 69
487,0; 69
488,0; 69
489,0; 69
490,0; 70
